hora,temperatura
2025-08-20T01:31:00,15.11
2025-08-20T01:31:05,16.25
2025-08-20T01:31:10,16.92
2025-08-20T01:31:15,15
2025-08-20T01:31:20,16.16
2025-08-20T01:31:25,15.98
2025-08-20T01:31:30,15
2025-08-20T01:31:35,16.56
2025-08-20T01:31:40,15
2025-08-20T01:31:45,15
2025-08-20T01:31:50,15
2025-08-20T01:31:55,15
2025-08-20T01:32:00,15
2025-08-20T01:32:05,15
2025-08-20T01:32:10,15.34
2025-08-20T01:32:15,16.81
2025-08-20T01:32:20,17.52
2025-08-20T01:32:25,15.83
2025-08-20T01:32:30,17.21
2025-08-20T01:32:35,15.29
2025-08-20T01:32:40,15
2025-08-20T01:32:45,15
2025-08-20T01:32:50,16.01
2025-08-20T01:32:55,17.58
2025-08-20T01:33:00,15.9
2025-08-20T01:33:05,15.01
2025-08-20T01:33:10,15.82
2025-08-20T01:33:15,15.78
2025-08-20T01:33:20,15.58
2025-08-20T01:33:25,15
2025-08-20T01:33:30,15
2025-08-20T01:33:35,16.39
2025-08-20T01:33:40,15
2025-08-20T01:33:45,15
2025-08-20T01:33:50,15.27
2025-08-20T01:33:55,15.73
2025-08-20T01:34:00,15
2025-08-20T01:34:05,16.87
2025-08-20T01:34:10,15
2025-08-20T01:34:15,16.15
2025-08-20T01:34:20,16.02
2025-08-20T01:34:25,16.29
2025-08-20T01:34:30,17.27
2025-08-20T01:34:35,16.33
2025-08-20T01:34:40,15
2025-08-20T01:34:45,15.8
2025-08-20T01:34:50,15
2025-08-20T01:34:55,16.53
2025-08-20T01:35:00,15.83
2025-08-20T01:35:05,15
2025-08-20T01:35:10,15.33
2025-08-20T01:35:15,17.45
2025-08-20T01:35:20,15.04
2025-08-20T01:35:25,15.83
2025-08-20T01:35:30,17.25
2025-08-20T01:35:35,15.05
2025-08-20T01:35:40,15
2025-08-20T01:35:45,15
2025-08-20T01:35:50,15
2025-08-20T01:35:55,17.06
2025-08-20T01:36:00,15.41
2025-08-20T01:36:05,15.44
2025-08-20T01:36:10,16.31
2025-08-20T01:36:15,16.33
2025-08-20T01:36:20,16.88
2025-08-20T01:36:25,16.6
2025-08-20T01:36:30,17.45
2025-08-20T01:36:35,16.27
2025-08-20T01:36:40,15
2025-08-20T01:36:45,15
2025-08-20T01:36:50,17.09
2025-08-20T01:36:55,16.87
2025-08-20T01:37:00,16.11
2025-08-20T01:37:05,15
2025-08-20T01:37:10,16.33
2025-08-20T01:37:15,17.57
2025-08-20T01:37:20,15
2025-08-20T01:37:25,16.74
2025-08-20T01:37:30,15
2025-08-20T01:37:35,16.64
2025-08-20T01:37:40,15.17
2025-08-20T01:37:45,17.22
2025-08-20T01:37:50,15.62
2025-08-20T01:37:55,16.49
2025-08-20T01:38:00,15.24
2025-08-20T01:38:05,16.65
2025-08-20T01:38:10,16.21
2025-08-20T01:38:15,15
2025-08-20T01:38:20,15
2025-08-20T01:38:25,15.43
2025-08-20T01:38:30,16.46
2025-08-20T01:38:35,15.91
2025-08-20T01:38:40,15.64
2025-08-20T01:38:45,15.16
2025-08-20T01:38:50,16.63
2025-08-20T01:38:55,15
2025-08-20T01:39:00,15
2025-08-20T01:39:05,16.37
2025-08-20T01:39:10,15
2025-08-20T01:39:15,15.7
2025-08-20T01:39:20,16.37
2025-08-20T01:39:25,16.47
2025-08-20T01:39:30,15.08
2025-08-20T01:39:35,15
2025-08-20T01:39:40,17.49
2025-08-20T01:39:45,15
2025-08-20T01:39:50,15
2025-08-20T01:39:55,17.29
2025-08-20T01:40:00,16.72
2025-08-20T01:40:05,16.04
2025-08-20T01:40:10,16.19
2025-08-20T01:40:15,16.09
2025-08-20T01:40:20,17.23
2025-08-20T01:40:25,17.19
2025-08-20T01:40:30,15.87
2025-08-20T01:40:35,16.37
2025-08-20T01:40:40,17.2
2025-08-20T01:40:45,17.18
2025-08-20T01:40:50,16.96
2025-08-20T01:40:55,15.44
2025-08-20T01:41:00,16.7
2025-08-20T01:41:05,15.24
2025-08-20T01:41:10,15.03
2025-08-20T01:41:15,15.0
2025-08-20T01:41:20,17.17
2025-08-20T01:41:25,15.01
2025-08-20T01:41:30,15
2025-08-20T01:41:35,17.26
2025-08-20T01:41:40,16.19
2025-08-20T01:41:45,15
2025-08-20T01:41:50,15.93
2025-08-20T01:41:55,15
2025-08-20T01:42:00,15
2025-08-20T01:42:05,15.75
2025-08-20T01:42:10,15.94
2025-08-20T01:42:15,17.58
2025-08-20T01:42:20,15
2025-08-20T01:42:25,17.04
2025-08-20T01:42:30,17.4
2025-08-20T01:42:35,15.3
2025-08-20T01:42:40,16.09
2025-08-20T01:42:45,15.22
2025-08-20T01:42:50,17.73
2025-08-20T01:42:55,16.58
2025-08-20T01:43:00,17.36
2025-08-20T01:43:05,16.16
2025-08-20T01:43:10,17.54
2025-08-20T01:43:15,15.97
2025-08-20T01:43:20,15
2025-08-20T01:43:25,15
2025-08-20T01:43:30,16.73
2025-08-20T01:43:35,15.26
2025-08-20T01:43:40,15
2025-08-20T01:43:45,17.54
2025-08-20T01:43:50,15
2025-08-20T01:43:55,17.61
2025-08-20T01:44:00,16.29
2025-08-20T01:44:05,16.62
2025-08-20T01:44:10,15.5
2025-08-20T01:44:15,17.38
2025-08-20T01:44:20,15.29
2025-08-20T01:44:25,15.17
2025-08-20T01:44:30,15.38
2025-08-20T01:44:35,15.78
2025-08-20T01:44:40,15
2025-08-20T01:44:45,15
2025-08-20T01:44:50,15.97
2025-08-20T01:44:55,15.44
2025-08-20T01:45:00,15.12
2025-08-20T01:45:05,15.41
2025-08-20T01:45:10,15
2025-08-20T01:45:15,16.25
2025-08-20T01:45:20,15.91
2025-08-20T01:45:25,15
2025-08-20T01:45:30,16.63
2025-08-20T01:45:35,17.09
2025-08-20T01:45:40,16.65
2025-08-20T01:45:45,17.15
2025-08-20T01:45:50,16.87
2025-08-20T01:45:55,16.89
2025-08-20T01:46:00,15
2025-08-20T01:46:05,17.5
2025-08-20T01:46:10,16.96
2025-08-20T01:46:15,17.33
2025-08-20T01:46:20,15
2025-08-20T01:46:25,16.32
2025-08-20T01:46:30,15.35
2025-08-20T01:46:35,16.44
2025-08-20T01:46:40,17.18
2025-08-20T01:46:45,17.0
2025-08-20T01:46:50,16.56
2025-08-20T01:46:55,15
2025-08-20T01:47:00,17.5
2025-08-20T01:47:05,15.48
2025-08-20T01:47:10,16.13
2025-08-20T01:47:15,15.64
2025-08-20T01:47:20,16.75
2025-08-20T01:47:25,16.26
2025-08-20T01:47:30,15.75
2025-08-20T01:47:35,17.6
2025-08-20T01:47:40,15
2025-08-20T01:47:45,15.25
2025-08-20T01:47:50,15
2025-08-20T01:47:55,15.41
2025-08-20T01:48:00,17.26
2025-08-20T01:48:05,16.7
2025-08-20T01:48:10,15.03
2025-08-20T01:48:15,15.69
2025-08-20T01:48:20,15
2025-08-20T01:48:25,15.5
2025-08-20T01:48:30,15
2025-08-20T01:48:35,16.95
2025-08-20T01:48:40,16.61
2025-08-20T01:48:45,17.21
2025-08-20T01:48:50,15
2025-08-20T01:48:55,16.37
2025-08-20T01:49:00,16.25
2025-08-20T01:49:05,15
2025-08-20T01:49:10,16.14
2025-08-20T01:49:15,17.42
2025-08-20T01:49:20,17.44
2025-08-20T01:49:25,15
2025-08-20T01:49:30,15
2025-08-20T01:49:35,16.3
2025-08-20T01:49:40,17.76
2025-08-20T01:49:45,15
2025-08-20T01:49:50,15
2025-08-20T01:49:55,17.55
2025-08-20T01:50:00,17.26
2025-08-20T01:50:05,15
2025-08-20T01:50:10,17.49
2025-08-20T01:50:15,15
2025-08-20T01:50:20,17.79
2025-08-20T01:50:25,15
2025-08-20T01:50:30,15
2025-08-20T01:50:35,15.45
2025-08-20T01:50:40,16.83
2025-08-20T01:50:45,15.97
2025-08-20T01:50:50,15
2025-08-20T01:50:55,15.87
2025-08-20T01:51:00,17.79
2025-08-20T01:51:05,17.38
2025-08-20T01:51:10,15
2025-08-20T01:51:15,15
2025-08-20T01:51:20,16.74
2025-08-20T01:51:25,17.25
2025-08-20T01:51:30,15
2025-08-20T01:51:35,16.36
2025-08-20T01:51:40,17.28
2025-08-20T01:51:45,17.6
2025-08-20T01:51:50,15
2025-08-20T01:51:55,16.3
2025-08-20T01:52:00,15
2025-08-20T01:52:05,15
2025-08-20T01:52:10,16.52
2025-08-20T01:52:15,15.87
2025-08-20T01:52:20,15
2025-08-20T01:52:25,15.08
2025-08-20T01:52:30,15
2025-08-20T01:52:35,15
2025-08-20T01:52:40,15
2025-08-20T01:52:45,16.15
2025-08-20T01:52:50,15.72
2025-08-20T01:52:55,15.84
2025-08-20T01:53:00,17.39
2025-08-20T01:53:05,15
2025-08-20T01:53:10,17.44
2025-08-20T01:53:15,15
2025-08-20T01:53:20,16.1
2025-08-20T01:53:25,15
2025-08-20T01:53:30,16.64
2025-08-20T01:53:35,15
2025-08-20T01:53:40,15
2025-08-20T01:53:45,15
2025-08-20T01:53:50,15.42
2025-08-20T01:53:55,15.45
2025-08-20T01:54:00,17.27
2025-08-20T01:54:05,17.4
2025-08-20T01:54:10,17.66
2025-08-20T01:54:15,17.73
2025-08-20T01:54:20,16.88
2025-08-20T01:54:25,15.43
2025-08-20T01:54:30,17.52
2025-08-20T01:54:35,16.76
2025-08-20T01:54:40,16.36
2025-08-20T01:54:45,16.36
2025-08-20T01:54:50,17.53
2025-08-20T01:54:55,15.1
2025-08-20T01:55:00,16.46
2025-08-20T01:55:05,17.09
2025-08-20T01:55:10,15.23
2025-08-20T01:55:15,17.27
2025-08-20T01:55:20,15.67
2025-08-20T01:55:25,17.66
2025-08-20T01:55:30,17.58
2025-08-20T01:55:35,15.18
2025-08-20T01:55:40,17.29
2025-08-20T01:55:45,16.79
2025-08-20T01:55:50,15
2025-08-20T01:55:55,15.05
2025-08-20T01:56:00,16.5
2025-08-20T01:56:05,15
2025-08-20T01:56:10,17.36
2025-08-20T01:56:15,16.09
2025-08-20T01:56:20,15.69
2025-08-20T01:56:25,15.33
2025-08-20T01:56:30,17.71
2025-08-20T01:56:35,17.29
2025-08-20T01:56:40,16.53
2025-08-20T01:56:45,15.3
2025-08-20T01:56:50,17.05
2025-08-20T01:56:55,15
2025-08-20T01:57:00,15
2025-08-20T01:57:05,16.4
2025-08-20T01:57:10,16.78
2025-08-20T01:57:15,15.33
2025-08-20T01:57:20,17.38
2025-08-20T01:57:25,17.74
2025-08-20T01:57:30,17.49
2025-08-20T01:57:35,16.09
2025-08-20T01:57:40,15.88
2025-08-20T01:57:45,17.34
2025-08-20T01:57:50,15
2025-08-20T01:57:55,15.81
2025-08-20T01:58:00,16.36
2025-08-20T01:58:05,17.15
2025-08-20T01:58:10,16.17
2025-08-20T01:58:15,16.07
2025-08-20T01:58:20,15
2025-08-20T01:58:25,15.43
2025-08-20T01:58:30,15
2025-08-20T01:58:35,15.64
2025-08-20T01:58:40,15
2025-08-20T01:58:45,16.87
2025-08-20T01:58:50,15
2025-08-20T01:58:55,15
2025-08-20T01:59:00,15.61
2025-08-20T01:59:05,17.1
2025-08-20T01:59:10,15
2025-08-20T01:59:15,15.48
2025-08-20T01:59:20,16.04
2025-08-20T01:59:25,16.75
2025-08-20T01:59:30,15
2025-08-20T01:59:35,17.03
2025-08-20T01:59:40,17.93
2025-08-20T01:59:45,17.63
2025-08-20T01:59:50,17.0
2025-08-20T01:59:55,16.83
2025-08-20T02:00:00,15.74
2025-08-20T02:00:05,15
2025-08-20T02:00:10,15.98
2025-08-20T02:00:15,17.11
2025-08-20T02:00:20,15
2025-08-20T02:00:25,16.17
2025-08-20T02:00:30,17.13
2025-08-20T02:00:35,16.36
2025-08-20T02:00:40,15
2025-08-20T02:00:45,16.09
2025-08-20T02:00:50,17.74
2025-08-20T02:00:55,17.9
2025-08-20T02:01:00,15.82
2025-08-20T02:01:05,16.89
2025-08-20T02:01:10,16.77
2025-08-20T02:01:15,17.14
2025-08-20T02:01:20,17.68
2025-08-20T02:01:25,17.53
2025-08-20T02:01:30,17.68
2025-08-20T02:01:35,17.01
2025-08-20T02:01:40,15.89
2025-08-20T02:01:45,16.46
2025-08-20T02:01:50,15
2025-08-20T02:01:55,15.58
2025-08-20T02:02:00,17.17
2025-08-20T02:02:05,15.55
2025-08-20T02:02:10,17.63
2025-08-20T02:02:15,17.93
2025-08-20T02:02:20,16.72
2025-08-20T02:02:25,15.76
2025-08-20T02:02:30,17.96
2025-08-20T02:02:35,17.18
2025-08-20T02:02:40,15
2025-08-20T02:02:45,17.52
2025-08-20T02:02:50,15
2025-08-20T02:02:55,15
2025-08-20T02:03:00,15.21
2025-08-20T02:03:05,16.75
2025-08-20T02:03:10,16.86
2025-08-20T02:03:15,16.19
2025-08-20T02:03:20,15
2025-08-20T02:03:25,17.69
2025-08-20T02:03:30,15
2025-08-20T02:03:35,18.0
2025-08-20T02:03:40,15.21
2025-08-20T02:03:45,15.79
2025-08-20T02:03:50,17.03
2025-08-20T02:03:55,15
2025-08-20T02:04:00,17.49
2025-08-20T02:04:05,16.41
2025-08-20T02:04:10,15.74
2025-08-20T02:04:15,15
2025-08-20T02:04:20,17.36
2025-08-20T02:04:25,17.82
2025-08-20T02:04:30,16.1
2025-08-20T02:04:35,15.77
2025-08-20T02:04:40,16.8
2025-08-20T02:04:45,15.06
2025-08-20T02:04:50,15
2025-08-20T02:04:55,15
2025-08-20T02:05:00,16.17
2025-08-20T02:05:05,15.27
2025-08-20T02:05:10,16.79
2025-08-20T02:05:15,17.42
2025-08-20T02:05:20,15.14
2025-08-20T02:05:25,15.03
2025-08-20T02:05:30,16.39
2025-08-20T02:05:35,16.21
2025-08-20T02:05:40,17.67
2025-08-20T02:05:45,18.08
2025-08-20T02:05:50,15
2025-08-20T02:05:55,17.93
2025-08-20T02:06:00,17.9
2025-08-20T02:06:05,17.16
2025-08-20T02:06:10,18.04
2025-08-20T02:06:15,15.68
2025-08-20T02:06:20,16.46
2025-08-20T02:06:25,17.31
2025-08-20T02:06:30,15
2025-08-20T02:06:35,16.87
2025-08-20T02:06:40,15
2025-08-20T02:06:45,16.78
2025-08-20T02:06:50,17.2
2025-08-20T02:06:55,15
2025-08-20T02:07:00,16.04
2025-08-20T02:07:05,15
2025-08-20T02:07:10,16.7
2025-08-20T02:07:15,16.95
2025-08-20T02:07:20,17.07
2025-08-20T02:07:25,17.85
2025-08-20T02:07:30,15
2025-08-20T02:07:35,16.02
2025-08-20T02:07:40,15.08
2025-08-20T02:07:45,15.78
2025-08-20T02:07:50,15.42
2025-08-20T02:07:55,15
2025-08-20T02:08:00,17.39
2025-08-20T02:08:05,16.1
2025-08-20T02:08:10,16.0
2025-08-20T02:08:15,16.99
2025-08-20T02:08:20,16.36
2025-08-20T02:08:25,15.0
2025-08-20T02:08:30,15.43
2025-08-20T02:08:35,16.87
2025-08-20T02:08:40,16.85
2025-08-20T02:08:45,15
2025-08-20T02:08:50,17.8
2025-08-20T02:08:55,15.19
2025-08-20T02:09:00,16.87
2025-08-20T02:09:05,16.13
2025-08-20T02:09:10,16.97
2025-08-20T02:09:15,17.09
2025-08-20T02:09:20,15
2025-08-20T02:09:25,15.15
2025-08-20T02:09:30,16.12
2025-08-20T02:09:35,15
2025-08-20T02:09:40,15
2025-08-20T02:09:45,18.04
2025-08-20T02:09:50,16.46
2025-08-20T02:09:55,15.55
2025-08-20T02:10:00,15.2
2025-08-20T02:10:05,15
2025-08-20T02:10:10,15
2025-08-20T02:10:15,17.78
2025-08-20T02:10:20,17.59
2025-08-20T02:10:25,15.64
2025-08-20T02:10:30,15.75
2025-08-20T02:10:35,15.23
2025-08-20T02:10:40,15
2025-08-20T02:10:45,17.69
2025-08-20T02:10:50,15.55
2025-08-20T02:10:55,15.77
2025-08-20T02:11:00,17.79
2025-08-20T02:11:05,15
2025-08-20T02:11:10,15.46
2025-08-20T02:11:15,16.53
2025-08-20T02:11:20,15
2025-08-20T02:11:25,15
2025-08-20T02:11:30,15
2025-08-20T02:11:35,15.5
2025-08-20T02:11:40,17.69
2025-08-20T02:11:45,15.1
2025-08-20T02:11:50,17.37
2025-08-20T02:11:55,15
2025-08-20T02:12:00,15.04
2025-08-20T02:12:05,17.36
2025-08-20T02:12:10,17.3
2025-08-20T02:12:15,16.12
2025-08-20T02:12:20,15.4
2025-08-20T02:12:25,17.69
2025-08-20T02:12:30,18.02
2025-08-20T02:12:35,15.92
2025-08-20T02:12:40,17.59
2025-08-20T02:12:45,16.39
2025-08-20T02:12:50,15.48
2025-08-20T02:12:55,16.37
2025-08-20T02:13:00,15.81
2025-08-20T02:13:05,15
2025-08-20T02:13:10,15
2025-08-20T02:13:15,15.46
2025-08-20T02:13:20,15.59
2025-08-20T02:13:25,15.7
2025-08-20T02:13:30,17.33
2025-08-20T02:13:35,17.67
2025-08-20T02:13:40,15
2025-08-20T02:13:45,15
2025-08-20T02:13:50,18.19
2025-08-20T02:13:55,17.98
2025-08-20T02:14:00,15
2025-08-20T02:14:05,16.01
2025-08-20T02:14:10,16.5
2025-08-20T02:14:15,15
2025-08-20T02:14:20,15
2025-08-20T02:14:25,18.01
2025-08-20T02:14:30,15.2
2025-08-20T02:14:35,17.36
2025-08-20T02:14:40,15.54
2025-08-20T02:14:45,15.93
2025-08-20T02:14:50,17.7
2025-08-20T02:14:55,15.87
2025-08-20T02:15:00,17.43
2025-08-20T02:15:05,15.5
2025-08-20T02:15:10,15
2025-08-20T02:15:15,15.47
2025-08-20T02:15:20,18.14
2025-08-20T02:15:25,15
2025-08-20T02:15:30,17.23
2025-08-20T02:15:35,15.68
2025-08-20T02:15:40,16.32
2025-08-20T02:15:45,15.17
2025-08-20T02:15:50,15
2025-08-20T02:15:55,17.38
2025-08-20T02:16:00,17.38
2025-08-20T02:16:05,17.84
2025-08-20T02:16:10,17.43
2025-08-20T02:16:15,16.09
2025-08-20T02:16:20,16.57
2025-08-20T02:16:25,16.14
2025-08-20T02:16:30,16.39
2025-08-20T02:16:35,15
2025-08-20T02:16:40,15.04
2025-08-20T02:16:45,17.94
2025-08-20T02:16:50,16.22
2025-08-20T02:16:55,18.03
2025-08-20T02:17:00,16.32
2025-08-20T02:17:05,15.04
2025-08-20T02:17:10,15.81
2025-08-20T02:17:15,16.7
2025-08-20T02:17:20,17.55
2025-08-20T02:17:25,16.55
2025-08-20T02:17:30,15.82
2025-08-20T02:17:35,17.25
2025-08-20T02:17:40,15.95
2025-08-20T02:17:45,17.44
2025-08-20T02:17:50,15.53
2025-08-20T02:17:55,15
2025-08-20T02:18:00,16.71
2025-08-20T02:18:05,17.29
2025-08-20T02:18:10,16.75
2025-08-20T02:18:15,15.02
2025-08-20T02:18:20,18.32
2025-08-20T02:18:25,15.37
2025-08-20T02:18:30,15.47
2025-08-20T02:18:35,17.22
2025-08-20T02:18:40,18.26
2025-08-20T02:18:45,15
2025-08-20T02:18:50,15.83
2025-08-20T02:18:55,17.88
2025-08-20T02:19:00,17.94
2025-08-20T02:19:05,17.58
2025-08-20T02:19:10,17.42
2025-08-20T02:19:15,17.13
2025-08-20T02:19:20,17.18
2025-08-20T02:19:25,18.22
2025-08-20T02:19:30,15
2025-08-20T02:19:35,17.74
2025-08-20T02:19:40,16.33
2025-08-20T02:19:45,15
2025-08-20T02:19:50,17.21
2025-08-20T02:19:55,15
2025-08-20T02:20:00,17.55
2025-08-20T02:20:05,17.69
2025-08-20T02:20:10,17.81
2025-08-20T02:20:15,16.05
2025-08-20T02:20:20,16.12
2025-08-20T02:20:25,15.5
2025-08-20T02:20:30,15
2025-08-20T02:20:35,18.01
2025-08-20T02:20:40,16.06
2025-08-20T02:20:45,15
2025-08-20T02:20:50,15.35
2025-08-20T02:20:55,16.15
2025-08-20T02:21:00,17.04
2025-08-20T02:21:05,16.82
2025-08-20T02:21:10,15
2025-08-20T02:21:15,15
2025-08-20T02:21:20,15.96
2025-08-20T02:21:25,15
2025-08-20T02:21:30,16.6
2025-08-20T02:21:35,17.56
2025-08-20T02:21:40,15
2025-08-20T02:21:45,15
2025-08-20T02:21:50,15
2025-08-20T02:21:55,16.18
2025-08-20T02:22:00,15.27
2025-08-20T02:22:05,17.39
2025-08-20T02:22:10,16.42
2025-08-20T02:22:15,15.63
2025-08-20T02:22:20,17.11
2025-08-20T02:22:25,15.8
2025-08-20T02:22:30,15.89
2025-08-20T02:22:35,17.79
2025-08-20T02:22:40,15
2025-08-20T02:22:45,17.04
2025-08-20T02:22:50,18.38
2025-08-20T02:22:55,16.12
2025-08-20T02:23:00,16.44
2025-08-20T02:23:05,17.79
2025-08-20T02:23:10,16.63
2025-08-20T02:23:15,16.34
2025-08-20T02:23:20,15.01
2025-08-20T02:23:25,15.66
2025-08-20T02:23:30,16.89
2025-08-20T02:23:35,18.37
2025-08-20T02:23:40,16.87
2025-08-20T02:23:45,16.31
2025-08-20T02:23:50,15.41
2025-08-20T02:23:55,17.46
2025-08-20T02:24:00,15.95
2025-08-20T02:24:05,15.82
2025-08-20T02:24:10,15
2025-08-20T02:24:15,17.19
2025-08-20T02:24:20,15.28
2025-08-20T02:24:25,15
2025-08-20T02:24:30,15
2025-08-20T02:24:35,15.84
2025-08-20T02:24:40,17.0
2025-08-20T02:24:45,17.94
2025-08-20T02:24:50,15
2025-08-20T02:24:55,15.72
2025-08-20T02:25:00,15
2025-08-20T02:25:05,18.2
2025-08-20T02:25:10,15.58
2025-08-20T02:25:15,15
2025-08-20T02:25:20,15.63
2025-08-20T02:25:25,17.84
2025-08-20T02:25:30,16.11
2025-08-20T02:25:35,16.44
2025-08-20T02:25:40,15.02
2025-08-20T02:25:45,17.86
2025-08-20T02:25:50,16.67
2025-08-20T02:25:55,16.69
2025-08-20T02:26:00,17.3
2025-08-20T02:26:05,16.69
2025-08-20T02:26:10,17.95
2025-08-20T02:26:15,15
2025-08-20T02:26:20,17.62
2025-08-20T02:26:25,15.86
2025-08-20T02:26:30,16.17
2025-08-20T02:26:35,15.34
2025-08-20T02:26:40,17.03
2025-08-20T02:26:45,15.62
2025-08-20T02:26:50,17.19
2025-08-20T02:26:55,16.13
2025-08-20T02:27:00,15.58
2025-08-20T02:27:05,17.09
2025-08-20T02:27:10,17.02
2025-08-20T02:27:15,16.88
2025-08-20T02:27:20,15.37
2025-08-20T02:27:25,18.05
2025-08-20T02:27:30,17.21
2025-08-20T02:27:35,15
2025-08-20T02:27:40,16.01
2025-08-20T02:27:45,15
2025-08-20T02:27:50,15
2025-08-20T02:27:55,17.78
2025-08-20T02:28:00,16.22
2025-08-20T02:28:05,15
2025-08-20T02:28:10,18.14
2025-08-20T02:28:15,18.44
2025-08-20T02:28:20,17.85
2025-08-20T02:28:25,15.05
2025-08-20T02:28:30,18.23
2025-08-20T02:28:35,17.73
2025-08-20T02:28:40,17.44
2025-08-20T02:28:45,17.87
2025-08-20T02:28:50,15
2025-08-20T02:28:55,15
2025-08-20T02:29:00,15.75
2025-08-20T02:29:05,17.91
2025-08-20T02:29:10,15.05
2025-08-20T02:29:15,17.13
2025-08-20T02:29:20,18.14
2025-08-20T02:29:25,16.01
2025-08-20T02:29:30,15.89
2025-08-20T02:29:35,16.94
2025-08-20T02:29:40,16.64
2025-08-20T02:29:45,17.63
2025-08-20T02:29:50,17.11
2025-08-20T02:29:55,16.72
2025-08-20T02:30:00,16.44
2025-08-20T02:30:05,18.46
2025-08-20T02:30:10,16.65
2025-08-20T02:30:15,15
2025-08-20T02:30:20,16.09
2025-08-20T02:30:25,15.88
2025-08-20T02:30:30,15.11
2025-08-20T02:30:35,18.53
2025-08-20T02:30:40,15
2025-08-20T02:30:45,18.19
2025-08-20T02:30:50,18.03
2025-08-20T02:30:55,16.96
2025-08-20T02:31:00,15
2025-08-20T02:31:05,17.81
2025-08-20T02:31:10,15
2025-08-20T02:31:15,17.9
2025-08-20T02:31:20,18.06
2025-08-20T02:31:25,17.41
2025-08-20T02:31:30,15.53
2025-08-20T02:31:35,17.76
2025-08-20T02:31:40,17.21
2025-08-20T02:31:45,17.92
2025-08-20T02:31:50,15.62
2025-08-20T02:31:55,15.77
2025-08-20T02:32:00,18.16
2025-08-20T02:32:05,15.25
2025-08-20T02:32:10,17.99
2025-08-20T02:32:15,15
2025-08-20T02:32:20,15.85
2025-08-20T02:32:25,16.74
2025-08-20T02:32:30,17.4
2025-08-20T02:32:35,17.76
2025-08-20T02:32:40,17.62
2025-08-20T02:32:45,16.5
2025-08-20T02:32:50,15.67
2025-08-20T02:32:55,15
2025-08-20T02:33:00,18.5
2025-08-20T02:33:05,17.97
2025-08-20T02:33:10,16.14
2025-08-20T02:33:15,15
2025-08-20T02:33:20,17.42
2025-08-20T02:33:25,17.9
2025-08-20T02:33:30,17.21
2025-08-20T02:33:35,15
2025-08-20T02:33:40,17.47
2025-08-20T02:33:45,17.38
2025-08-20T02:33:50,17.98
2025-08-20T02:33:55,16.18
2025-08-20T02:34:00,16.76
2025-08-20T02:34:05,17.49
2025-08-20T02:34:10,16.89
2025-08-20T02:34:15,17.33
2025-08-20T02:34:20,16.67
2025-08-20T02:34:25,17.07
2025-08-20T02:34:30,15
2025-08-20T02:34:35,16.86
2025-08-20T02:34:40,18.15
2025-08-20T02:34:45,17.86
2025-08-20T02:34:50,15.37
2025-08-20T02:34:55,17.23
2025-08-20T02:35:00,17.13
2025-08-20T02:35:05,16.12
2025-08-20T02:35:10,15
2025-08-20T02:35:15,18.09
2025-08-20T02:35:20,16.01
2025-08-20T02:35:25,18.28
2025-08-20T02:35:30,16.71
2025-08-20T02:35:35,15.59
2025-08-20T02:35:40,16.26
2025-08-20T02:35:45,15.5
2025-08-20T02:35:50,15.08
2025-08-20T02:35:55,18.63
2025-08-20T02:36:00,17.91
2025-08-20T02:36:05,18.35
2025-08-20T02:36:10,16.67
2025-08-20T02:36:15,15
2025-08-20T02:36:20,16.61
2025-08-20T02:36:25,15.88
2025-08-20T02:36:30,17.56
2025-08-20T02:36:35,15
2025-08-20T02:36:40,18.37
2025-08-20T02:36:45,18.13
2025-08-20T02:36:50,18.18
2025-08-20T02:36:55,15
2025-08-20T02:37:00,16.42
2025-08-20T02:37:05,17.13
2025-08-20T02:37:10,18.58
2025-08-20T02:37:15,15
2025-08-20T02:37:20,17.11
2025-08-20T02:37:25,15.11
2025-08-20T02:37:30,15.88
2025-08-20T02:37:35,18.56
2025-08-20T02:37:40,17.35
2025-08-20T02:37:45,16.82
2025-08-20T02:37:50,15
2025-08-20T02:37:55,15.55
2025-08-20T02:38:00,15.56
2025-08-20T02:38:05,16.36
2025-08-20T02:38:10,16.05
2025-08-20T02:38:15,18.47
2025-08-20T02:38:20,17.75
2025-08-20T02:38:25,15.35
2025-08-20T02:38:30,17.52
2025-08-20T02:38:35,16.79
2025-08-20T02:38:40,15.93
2025-08-20T02:38:45,15.94
2025-08-20T02:38:50,17.55
2025-08-20T02:38:55,15.95
2025-08-20T02:39:00,15.66
2025-08-20T02:39:05,16.49
2025-08-20T02:39:10,15.11
2025-08-20T02:39:15,16.1
2025-08-20T02:39:20,17.27
2025-08-20T02:39:25,17.72
2025-08-20T02:39:30,17.37
2025-08-20T02:39:35,15.73
2025-08-20T02:39:40,18.19
2025-08-20T02:39:45,17.53
2025-08-20T02:39:50,18.67
2025-08-20T02:39:55,16.71
2025-08-20T02:40:00,17.41
2025-08-20T02:40:05,17.66
2025-08-20T02:40:10,17.41
2025-08-20T02:40:15,16.63
2025-08-20T02:40:20,15.83
2025-08-20T02:40:25,16.71
2025-08-20T02:40:30,15.39
2025-08-20T02:40:35,15.74
2025-08-20T02:40:40,15.57
2025-08-20T02:40:45,18.03
2025-08-20T02:40:50,17.57
2025-08-20T02:40:55,16.87
2025-08-20T02:41:00,16.88
2025-08-20T02:41:05,17.43
2025-08-20T02:41:10,16.7
2025-08-20T02:41:15,17.57
